,index_content,word,nature,content_type,index_word
46020,1510,机器,n,neg,9
46023,1510,挂,v,neg,10
46026,1510,水,n,neg,11
46027,1510,不通,a,neg,12
46029,1510,电,n,neg,13
46031,1510,不通,a,neg,14
46037,1510,早,a,neg,15
46039,1510,实体店,n,neg,16
46043,1511,安装,v,neg,1
46044,1511,人员,n,neg,2
46045,1511,态度,n,neg,3
46046,1511,不好,d,neg,4
46054,1511,好几家,m,neg,5
46058,1511,特么,d,neg,6
46060,1511,喷头,v,neg,7
46065,1511,安装,v,neg,8
46069,1511,家,q,neg,9
46071,1511,客户,n,neg,10
46073,1511,安装,v,neg,11
46082,1511,安装,v,neg,12
46087,1511,老妈,n,neg,13
46095,1511,材料,n,neg,14
46096,1511,安装,v,neg,15
46101,1511,忙,v,neg,16
46103,1511,家里,s,neg,17
46105,1511,东西,ns,neg,18
46113,1511,安装,v,neg,19
46114,1511,喷头,v,neg,20
46117,1511,安装,v,neg,21
46121,1511,走,v,neg,22
46124,1511,算了,v,neg,23
46128,1511,打眼,v,neg,24
46134,1511,权当,n,neg,25
46139,1512,无论是,c,neg,1
46140,1512,质量,n,neg,2
46142,1512,服务,vn,neg,3
46145,1512,差,a,neg,4
46147,1512,负责,v,neg,5
46148,1512,装修,v,neg,6
46150,1512,人员,n,neg,7
46153,1512,负责,v,neg,8
46156,1512,检查,vn,neg,9
46162,1512,走,v,neg,10
46165,1512,好评,v,neg,11
46168,1512,刷,v,neg,12
46180,1513,安装,v,neg,1
46183,1513,水管,n,neg,2
46185,1513,接头,v,neg,3
46188,1513,收钱,v,neg,4
46190,1513,欺骗,v,neg,5
46191,1513,消费者,n,neg,6
46193,1513,不合理,n,neg,7
46198,1514,就用,v,neg,1
46201,1514,几个,m,neg,2
46202,1514,东西,ns,neg,3
46206,1514,钱,n,neg,4
46209,1514,服,v,neg,5
46212,1514,差,a,neg,6
46213,1514,评,n,neg,7
46251,1515,感觉,n,neg,1
46253,1515,坑,n,neg,2
46259,1515,安装,v,neg,3
46261,1515,费用,n,neg,4
46264,1515,果断,d,neg,5
46265,1515,下次,t,neg,6
46272,1516,物流,n,neg,1
46273,1516,很快,d,neg,2
46275,1516,东西,ns,neg,3
46276,1516,价格,n,neg,4
46278,1516,便宜,a,neg,5
46280,1516,不到,v,neg,6
46281,1516,九百,m,neg,7
46284,1516,没什么,l,neg,8
46289,1516,联保,j,neg,9
46292,1516,安装,v,neg,10
46293,1516,花,v,neg,11
46295,1516,不到,v,neg,12
46296,1516,三百,m,neg,13
46301,1516,东西,ns,neg,14
46307,1516,差评,n,neg,15
46311,1516,放到,v,neg,16
46312,1516,好评,v,neg,17
46316,1517,安装,v,neg,1
46319,1517,抢钱,v,neg,2
46322,1517,安装,v,neg,3
46330,1517,购物,n,neg,4
46332,1517,页,m,neg,5
46333,1517,打开,v,neg,6
46335,1517,标准,n,neg,7
46339,1517,结算,v,neg,8
46342,1517,想,v,neg,9
46346,1517,管件,n,neg,10
46347,1517,收费,n,neg,11
46351,1517,架子,n,neg,12
46366,1517,企业,n,neg,13
46369,1517,低,a,neg,14
46371,1517,产品价格,n,neg,15
46374,1517,售后,n,neg,16
46375,1517,差,a,neg,17
46380,1517,抹杀,v,neg,18
46383,1517,月,m,neg,19
46384,1517,购物,n,neg,20
46387,1517,心情,n,neg,21
46391,1517,安装,v,neg,22
46392,1517,抹杀,v,neg,23
46396,1517,弄,v,neg,24
46398,1517,哑口无言,i,neg,25
46400,1517,页面,n,neg,26
46402,1517,写,v,neg,27
46404,1517,标准,n,neg,28
46408,1517,理解,v,neg,29
46410,1517,企业,n,neg,30
46412,1517,容忍,a,neg,31
46413,1517,基层,n,neg,32
46414,1517,售后,n,neg,33
46415,1517,人员,n,neg,34
46417,1517,劣质,n,neg,35
46419,1517,服务,vn,neg,36
46420,1518,垃圾,n,neg,1
46422,1518,安装费,n,neg,2
46424,1519,真的,d,neg,1
46426,1519,想,v,neg,2
46427,1519,骂,v,neg,3
46429,1519,售后,n,neg,4
46432,1519,真的,d,neg,5
46433,1519,太,d,neg,6
46434,1519,差,a,neg,7
46439,1519,提个醒,v,neg,8
46441,1519,买完,v,neg,9
46444,1519,客服,n,neg,10
46445,1519,坑,n,neg,11
46446,1519,一笔,m,neg,12
46447,1520,安装,v,neg,1
46449,1520,花,v,neg,2
46451,1520,材料费,n,neg,3
46454,1520,买得起,v,neg,4
46455,1520,装不起,v,neg,5
46458,1521,第一次,m,neg,1
46460,1521,差评,n,neg,2
46464,1521,满意,v,neg,3
46468,1522,安装,v,neg,1
46469,1522,人员,n,neg,2
46470,1522,吊子,n,neg,3
46471,1522,高,a,neg,4
46479,1522,挂上去,v,neg,5
46482,1522,水管,n,neg,6
46485,1522,找,v,neg,7
46487,1522,接,v,neg,8
46489,1523,售后服务,l,neg,1
46490,1523,超级,b,neg,2
46491,1523,差,a,neg,3
46493,1523,售后服务,l,neg,4
46494,1523,超级,b,neg,5
46495,1523,差,a,neg,6
46497,1523,售后服务,l,neg,7
46498,1523,超级,b,neg,8
46499,1523,差,a,neg,9
46501,1523,售后服务,l,neg,10
46502,1523,超级,b,neg,11
46503,1523,差,a,neg,12
46505,1523,售后服务,l,neg,13
46506,1523,超级,b,neg,14
46507,1523,差,a,neg,15
46509,1523,售后服务,l,neg,16
46510,1523,超级,b,neg,17
46511,1523,差,a,neg,18
46513,1523,售后服务,l,neg,19
46514,1523,超级,b,neg,20
46515,1523,差,a,neg,21
46517,1523,售后服务,l,neg,22
46518,1523,超级,b,neg,23
46519,1523,差,a,neg,24
46521,1523,售后服务,l,neg,25
46522,1523,超级,b,neg,26
46523,1523,差,a,neg,27
46525,1523,售后服务,l,neg,28
46526,1523,超级,b,neg,29
46527,1523,差,a,neg,30
46529,1523,售后服务,l,neg,31
46530,1523,超级,b,neg,32
46531,1523,差,a,neg,33
46533,1523,售后服务,l,neg,34
46534,1523,超级,b,neg,35
46535,1523,差,a,neg,36
46537,1523,售后服务,l,neg,37
46538,1523,超级,b,neg,38
46539,1523,差,a,neg,39
46541,1523,售后服务,l,neg,40
46542,1523,超级,b,neg,41
46543,1523,差,a,neg,42
46545,1523,售后服务,l,neg,43
46546,1523,超级,b,neg,44
46547,1523,差,a,neg,45
46549,1523,售后服务,l,neg,46
46550,1523,超级,b,neg,47
46551,1523,差,a,neg,48
46553,1523,售后服务,l,neg,49
46554,1523,超级,b,neg,50
46555,1523,差,a,neg,51
46557,1523,售后服务,l,neg,52
46558,1523,超级,b,neg,53
46559,1523,差,a,neg,54
46561,1523,售后服务,l,neg,55
46562,1523,超级,b,neg,56
46563,1523,差,a,neg,57
46565,1523,售后服务,l,neg,58
46566,1523,超级,b,neg,59
46567,1523,差,a,neg,60
46569,1523,售后服务,l,neg,61
46570,1523,超级,b,neg,62
46571,1523,差,a,neg,63
46573,1523,售后服务,l,neg,64
46574,1523,超级,b,neg,65
46575,1523,差,a,neg,66
46577,1523,售后服务,l,neg,67
46578,1523,超级,b,neg,68
46579,1523,差,a,neg,69
46581,1523,售后服务,l,neg,70
46582,1523,超级,b,neg,71
46583,1523,差,a,neg,72
46585,1523,售后服务,l,neg,73
46586,1523,超级,b,neg,74
46587,1523,差,a,neg,75
46589,1523,售后服务,l,neg,76
46590,1523,超级,b,neg,77
46591,1523,差,a,neg,78
46593,1523,售后服务,l,neg,79
46594,1523,超级,b,neg,80
46595,1523,差,a,neg,81
46597,1523,售后服务,l,neg,82
46598,1523,超级,b,neg,83
46599,1523,差,a,neg,84
46601,1523,售后服务,l,neg,85
46602,1523,超级,b,neg,86
46603,1523,差,a,neg,87
46605,1523,售后服务,l,neg,88
46606,1523,超级,b,neg,89
46607,1523,差,a,neg,90
46609,1523,售后服务,l,neg,91
46610,1523,超级,b,neg,92
46611,1523,差,a,neg,93
46613,1523,售后服务,l,neg,94
46614,1523,超级,b,neg,95
46615,1523,差,a,neg,96
46617,1523,售后服务,l,neg,97
46618,1523,超级,b,neg,98
46619,1523,差,a,neg,99
46621,1523,售后服务,l,neg,100
46622,1523,超级,b,neg,101
46623,1523,差,a,neg,102
46625,1523,售后服务,l,neg,103
46626,1523,超级,b,neg,104
46627,1523,差,a,neg,105
46629,1523,售后服务,l,neg,106
46630,1523,超级,b,neg,107
46631,1523,差,a,neg,108
46633,1523,售后服务,l,neg,109
46634,1523,超级,b,neg,110
46635,1523,差,a,neg,111
46637,1523,售后服务,l,neg,112
46638,1523,超级,b,neg,113
46639,1523,差,a,neg,114
46641,1523,售后服务,l,neg,115
46642,1523,超级,b,neg,116
46643,1523,差,a,neg,117
46645,1523,售后服务,l,neg,118
46646,1523,超级,b,neg,119
46647,1523,差,a,neg,120
46649,1523,售后服务,l,neg,121
46650,1523,超级,b,neg,122
46651,1523,差,a,neg,123
46653,1523,售后服务,l,neg,124
46654,1523,超级,b,neg,125
46655,1523,差,a,neg,126
46657,1523,售后服务,l,neg,127
46658,1523,超级,b,neg,128
46659,1523,差,a,neg,129
46661,1523,售后服务,l,neg,130
46662,1523,超级,b,neg,131
46663,1523,差,a,neg,132
46665,1523,售后服务,l,neg,133
46666,1523,超级,b,neg,134
46667,1523,差,a,neg,135
46669,1523,售后服务,l,neg,136
46670,1523,超级,b,neg,137
46671,1523,差,a,neg,138
46673,1523,售后服务,l,neg,139
46674,1523,超级,b,neg,140
46675,1523,差,a,neg,141
46677,1523,售后服务,l,neg,142
46678,1523,超级,b,neg,143
46679,1523,差,a,neg,144
46681,1523,售后服务,l,neg,145
46682,1523,超级,b,neg,146
46683,1523,差,a,neg,147
46685,1523,售后服务,l,neg,148
46686,1523,超级,b,neg,149
46687,1523,差,a,neg,150
46689,1523,售后服务,l,neg,151
46690,1523,超级,b,neg,152
46691,1523,差,a,neg,153
46693,1523,售后服务,l,neg,154
46694,1523,超级,b,neg,155
46695,1523,差,a,neg,156
46697,1523,售后服务,l,neg,157
46698,1523,超级,b,neg,158
46699,1523,差,a,neg,159
46701,1523,售后服务,l,neg,160
46702,1523,超级,b,neg,161
46703,1523,差,a,neg,162
46705,1523,售后服务,l,neg,163
46706,1523,超级,b,neg,164
46707,1523,差,a,neg,165
46709,1523,售后服务,l,neg,166
46710,1523,超级,b,neg,167
46711,1523,差,a,neg,168
46713,1523,售后服务,l,neg,169
46714,1523,超级,b,neg,170
46715,1523,差,a,neg,171
46717,1523,售后服务,l,neg,172
46718,1523,超级,b,neg,173
46719,1523,差,a,neg,174
46721,1523,售后服务,l,neg,175
46722,1523,超级,b,neg,176
46723,1523,差,a,neg,177
46726,1523,一个月,m,neg,178
46729,1523,上门,ns,neg,179
46730,1523,安装,v,neg,180
46732,1523,推卸,v,neg,181
46734,1523,责任,n,neg,182
46737,1523,数十次,m,neg,183
46739,1523,拜拜,ns,neg,184
46742,1524,差平,n,neg,1
46744,1524,垃圾,n,neg,2
46745,1524,伪劣产品,v,neg,3
46748,1524,退货,v,neg,4
46750,1524,一个月,m,neg,5
46754,1524,上门,ns,neg,6
46755,1524,起件,n,neg,7
46757,1524,波,j,neg,8
46759,1524,客服,n,neg,9
46763,1524,中,f,neg,10
46765,1524,整天,m,neg,11
46766,1524,忽悠,z,neg,12
46769,1524,只能,v,neg,13
46770,1524,波,j,neg,14
46771,1524,打消,v,neg,15
46772,1524,委,zg,neg,16
46773,1524,投诉,v,neg,17
46775,1525,太,d,neg,1
46776,1525,差,a,neg,2
46780,1525,号,q,neg,3
46781,1525,下单,n,neg,4
46783,1525,号,n,neg,5
46784,1525,晚上,t,neg,6
46785,1525,点,m,neg,7
46786,1525,先,n,neg,8
46787,1525,送到,v,neg,9
46790,1525,配送,v,neg,10
46793,1525,送货,v,neg,11
46794,1525,日期,t,neg,12
46795,1525,作假,n,neg,13
46796,1526,商品,n,neg,1
46799,1526,不好,d,neg,2
46801,1526,预热,v,neg,3
46802,1526,慢,a,neg,4
46805,1526,保温,n,neg,5
46807,1526,安装,v,neg,6
46808,1526,人员,n,neg,7
46809,1526,服务态度,n,neg,8
46810,1526,极差,n,neg,9
46814,1526,款,m,neg,10
46819,1526,以防,v,neg,11
46820,1526,上当受骗,l,neg,12
46823,1526,本来,t,neg,13
46826,1526,退货,v,neg,14
46828,1526,迟迟,d,neg,15
46829,1526,商家,n,neg,16
46832,1526,上门,ns,neg,17
46833,1526,取货,v,neg,18
46837,1526,寻思,nr,neg,19
46838,1526,对付,vn,neg,20
46846,1526,真的,d,neg,21
46848,1526,太,d,neg,22
46849,1526,差,a,neg,23
46852,1526,花钱买,ns,neg,24
46854,1526,教训,vn,neg,25
46857,1526,奉劝,v,neg,26
46859,1526,朋友,n,neg,27
46863,1526,上当,v,neg,28
46870,1526,购买,v,neg,29
46871,1526,商品,n,neg,30
46874,1527,感,v,neg,1
46877,1527,产品,n,neg,2
46881,1527,油烟机,n,neg,3
46882,1527,寄过来,v,neg,4
46884,1527,坏,a,neg,5
46887,1528,垃圾,n,neg,1
46888,1528,王,nr,neg,2
46889,1528,玩意,n,neg,3
46891,1528,多天,m,neg,4
46893,1528,坏,a,neg,5
46895,1529,安装,v,neg,1
46897,1529,东西,ns,neg,2
46902,1529,水管,n,neg,3
46906,1529,机器,n,neg,4
46908,1529,不好,d,neg,5
46910,1529,热,a,neg,6
46912,1529,太慢,a,neg,7
46913,1530,安装,v,neg,1
46914,1530,人员,n,neg,2
46915,1530,收价,n,neg,3
46917,1530,高,a,neg,4
46919,1530,安装,v,neg,5
46921,1530,一点,m,neg,6
46924,1530,专业,n,neg,7
46925,1531,烧水,n,neg,1
46926,1531,太慢,a,neg,2
46929,1531,烧,v,neg,3
46930,1531,一个多,m,neg,4
46931,1531,小时,n,neg,5
46932,1531,到度,d,neg,6
46940,1531,洗,v,neg,7
46942,1532,妈蛋,n,neg,1
46944,1532,安装,v,neg,2
46945,1532,打电话,l,neg,3
46947,1532,推,v,neg,4
46952,1532,昨天,t,neg,5
46954,1532,师傅,nr,neg,6
46956,1532,有事,r,neg,7
46961,1532,接,v,neg,8
46963,1532,单子,n,neg,9
46966,1532,买回来,l,neg,10
46967,1532,是用,v,neg,11
46971,1532,摆,v,neg,12
46975,1533,售后,n,neg,1
46976,1533,真差,n,neg,2
46981,1533,搬下来,v,neg,3
46989,1533,搬下来,v,neg,4
46992,1533,师傅,nr,neg,5
46994,1533,挂上去,v,neg,6
46996,1533,走,v,neg,7
46999,1533,管子,n,neg,8
47004,1533,装,v,neg,9
47006,1533,吊顶,n,neg,10
47010,1533,改,v,neg,11
47015,1534,夸,v,neg,1
47017,1534,安装,v,neg,2
47018,1534,师傅,nr,neg,3
47020,1534,服务,vn,neg,4
47021,1534,甩,v,neg,5
47022,1534,客服,n,neg,6
47023,1534,条街,n,neg,7
47028,1534,服务,vn,neg,8
47032,1534,查,v,neg,9
47037,1534,号码,n,neg,10
47039,1534,泄露,v,neg,11
47041,1534,外,f,neg,12
47042,1534,包,v,neg,13
47043,1534,安装,v,neg,14
47052,1534,解决问题,n,neg,15
47056,1534,请问,v,neg,16
47058,1535,安装,v,neg,1
47064,1535,墙上,s,neg,2
47066,1535,膨胀,v,neg,3
47067,1535,螺丝,n,neg,4
47070,1535,接,v,neg,5
47071,1535,水管,n,neg,6
47073,1535,一句,m,neg,7
47078,1535,哪门子,l,neg,8
47080,1535,免费,vn,neg,9
47081,1535,安装,v,neg,10
47083,1536,收到,v,neg,1
47084,1536,拆封,v,neg,2
47089,1536,不多,d,neg,3
47092,1537,安装费,n,neg,1
47093,1537,太贵,nr,neg,2
47096,1537,打电话,l,neg,3
47097,1537,问,n,neg,4
47098,1537,客服,n,neg,5
47100,1537,客服,n,neg,6
47103,1537,安装费,n,neg,7
47107,1537,实体店,n,neg,8
47108,1537,一点,m,neg,9
47113,1537,干嘛,n,neg,10
47116,1537,店里,n,neg,11
47123,1537,贵,a,neg,12
47125,1537,安装费,n,neg,13
47128,1537,架子,n,neg,14
47131,1537,本来,t,neg,15
47137,1537,家电,j,neg,16
47141,1537,算了吧,l,neg,17
47143,1537,小东西,nr,neg,18
47144,1537,勉强,v,neg,19
47148,1537,大件,n,neg,20
47150,1537,算了吧,l,neg,21
47151,1538,售后,n,neg,1
47152,1538,太,d,neg,2
47153,1538,差,a,neg,3
47156,1538,免费,vn,neg,4
47157,1538,安装,v,neg,5
47159,1538,骗人,n,neg,6
47165,1538,收费,n,neg,7
47169,1538,贵,a,neg,8
47173,1538,东西,ns,neg,9
47175,1538,不行,v,neg,10
47178,1538,骗人,n,neg,11
47182,1538,请,v,neg,12
47184,1538,上当,v,neg,13
47188,1539,服务,vn,neg,1
47189,1539,名不虚传,i,neg,2
47191,1539,客服,n,neg,3
47192,1539,人员,n,neg,4
47194,1539,失误,v,neg,5
47196,1539,消费者,n,neg,6
47199,1539,误导,n,neg,7
47201,1539,不用,v,neg,8
47202,1539,负责,v,neg,9
47205,1539,价值,n,neg,10
47208,1539,赠品,n,neg,11
47212,1539,只用,v,neg,12
47213,1539,几十块,m,neg,13
47214,1539,拿来,v,neg,14
47215,1539,安慰,v,neg,15
47216,1539,消费者,n,neg,16
47218,1539,真棒,n,neg,17
47221,1540,东西,ns,neg,1
47223,1540,安装,v,neg,2
47224,1540,花,v,neg,3
47226,1541,蓄水量,n,neg,1
47227,1541,太小,n,neg,2
47232,1541,洗澡,v,neg,3
47237,1541,加热,v,neg,4
47238,1541,太慢,a,neg,5
47242,1541,两个,m,neg,6
47243,1541,小时,n,neg,7
47246,1541,加热,v,neg,8
47247,1542,一般般,l,neg,1
47252,1542,安装费,n,neg,2
47254,1542,一台,m,neg,3
47255,1542,三百多,m,neg,4
47260,1542,两台,m,neg,5
47262,1542,早,a,neg,6
47264,1542,肯定,v,neg,7
47267,1543,送货,v,neg,1
47268,1543,时,n,neg,2
47269,1543,客服,n,neg,3
47270,1543,电话,n,neg,4
47273,1543,预约,v,neg,5
47275,1543,时间,n,neg,6
47277,1543,上午,t,neg,7
47279,1543,点,m,neg,8
47282,1543,送到,v,neg,9
47283,1543,时间,n,neg,10
47285,1543,下午,t,neg,11
47286,1543,点,m,neg,12
47290,1543,大马路,nz,neg,13
47291,1543,上等,v,neg,14
47295,1543,小时,n,neg,15
47298,1543,电话,n,neg,16
47299,1543,不停,d,neg,17
47301,1543,催,n,neg,18
47304,1543,送到,v,neg,19
47308,1543,时间,n,neg,20
47309,1543,观念,n,neg,21
47310,1543,太,d,neg,22
47311,1543,差,a,neg,23
47315,1543,小时,n,neg,24
47324,1543,小时,n,neg,25
47326,1543,差,a,neg,26
47327,1543,评,n,neg,27
47330,1543,安装,v,neg,28
47332,1543,发现,v,neg,29
47333,1543,机身,n,neg,30
47334,1543,热水,n,neg,31
47335,1543,出口,vn,neg,32
47336,1543,漏水,n,neg,33
47339,1543,换机,nz,neg,34
47341,1543,维修,v,neg,35
47345,1543,霉,n,neg,36
47347,1543,换机,nz,neg,37
47350,1543,浪费,n,neg,38
47352,1543,时间,n,neg,39
47356,1543,送货,v,neg,40
47359,1543,选择,v,neg,41
47360,1543,维修,v,neg,42
47363,1543,垃圾,n,neg,43
47364,1544,快递,v,neg,1
47369,1544,售后,n,neg,2
47370,1544,太烂,n,neg,3
47373,1544,合作,vn,neg,4
47375,1544,售后服务,l,neg,5
47376,1544,人员素质,n,neg,6
47377,1544,太,d,neg,7
47378,1544,差,a,neg,8
47382,1544,跑,v,neg,9
47384,1544,好几趟,m,neg,10
47388,1544,安好,a,neg,11
47391,1544,找到,v,neg,12
47392,1544,实体店,n,neg,13
47393,1544,售后,n,neg,14
47394,1544,人员,n,neg,15
47395,1544,一会,m,neg,16
47397,1544,安好,a,neg,17
47400,1544,商城,ns,neg,18
47401,1544,糟糕,a,neg,19
47403,1544,购物,n,neg,20
47404,1544,体验,n,neg,21
47406,1545,售后,n,neg,1
47408,1545,硬伤,n,neg,2
47409,1546,差,a,neg,1
47410,1546,评,n,neg,2
47412,1546,买回来,l,neg,3
47413,1546,安装,v,neg,4
47414,1546,两天,m,neg,5
47416,1546,漏水,n,neg,6
47418,1546,质量,n,neg,7
47419,1546,感觉,n,neg,8
47421,1546,差,a,neg,9
47425,1547,免费,vn,neg,1
47426,1547,安装,v,neg,2
47430,1547,收费,n,neg,3
47432,1547,一小,d,neg,4
47433,1547,段,q,neg,5
47436,1547,收费,n,neg,6
47437,1547,多元,m,neg,7
47443,1547,价格,n,neg,8
47448,1547,在场,v,neg,9
47451,1547,不用,v,neg,10
47460,1547,日丰,ns,neg,11
47466,1547,便宜,a,neg,12
47468,1547,一颗,m,neg,13
47469,1547,星,n,neg,14
47471,1547,不想,v,neg,15
47473,1548,打电话,l,neg,1
47474,1548,给装,v,neg,2
47480,1548,时间,n,neg,3
47481,1548,装,v,neg,4
47482,1549,安装,v,neg,1
47483,1549,收费,n,neg,2
47484,1549,高,a,neg,3
47486,1549,活干,n,neg,4
47488,1549,不好,d,neg,5
47490,1549,管子,n,neg,6
47491,1549,接,v,neg,7
47493,1549,歪歪扭扭,z,neg,8
47496,1549,磕碜,v,neg,9
47498,1550,月,m,neg,1
47499,1550,号,m,neg,2
47506,1550,号,m,neg,3
47511,1550,怎么回事,l,neg,4
47514,1551,想,v,neg,1
47517,1551,安装,v,neg,2
47519,1551,师傅,nr,neg,3
47520,1551,太,d,neg,4
47521,1551,不负责任,l,neg,5
47525,1551,帮,v,neg,6
47527,1551,试,v,neg,7
47529,1551,机器,n,neg,8
47531,1551,收,v,neg,9
47536,1551,水管,n,neg,10
47537,1551,费后,nr,neg,11
47538,1551,拍拍,v,neg,12
47539,1551,屁股,n,neg,13
47541,1551,走,v,neg,14
47544,1551,本来,t,neg,15
47545,1551,想,v,neg,16
47548,1551,装,v,neg,17
47550,1551,热水,n,neg,18
47553,1551,洗手盆,nz,neg,19
47555,1551,冷热水,n,neg,20
47561,1551,不肯,v,neg,21
47563,1551,真的,d,neg,22
47565,1551,过分,n,neg,23
47566,1552,垃圾,n,neg,1
47567,1552,货,n,neg,2
47568,1552,预约,v,neg,3
47569,1552,点,m,neg,4
47571,1552,点,m,neg,5
47573,1552,水,n,neg,6
47575,1552,没热,v,neg,7
47577,1552,遥控,vn,neg,8
47578,1552,具,vg,neg,9
47581,1552,坏,a,neg,10
47583,1552,随便,d,neg,11
47585,1552,一点,m,neg,12
47590,1553,产品,n,neg,1
47594,1553,安装,v,neg,2
47595,1553,师傅,nr,neg,3
47596,1553,欺骗,v,neg,4
47597,1553,手段,n,neg,5
47599,1553,高,a,neg,6
47605,1553,安装费,n,neg,7
47608,1553,幸好,a,neg,8
47609,1553,隔壁,s,neg,9
47610,1553,老板,n,neg,10
47615,1553,仔细,ad,neg,11
47616,1553,核对,v,neg,12
47618,1553,师傅,nr,neg,13
47619,1553,虚报,n,neg,14
47621,1553,配件,n,neg,15
47623,1553,配件,n,neg,16
47624,1553,本来,t,neg,17
47626,1553,很贵,a,neg,18
47629,1553,结算,v,neg,19
47633,1553,哒,zg,neg,20
47638,1553,不好,d,neg,21
47642,1553,不好,d,neg,22
47647,1553,服务,vn,neg,23
47649,1553,前提,n,neg,24
47653,1553,朋友,n,neg,25
47655,1553,高,a,neg,26
47661,1553,搞,v,neg,27
47662,1553,点,q,neg,28
47663,1553,小动作,n,neg,29
47667,1553,东西,ns,neg,30
47668,1553,贵,a,neg,31
47670,1553,无所谓,l,neg,32
47674,1553,做好,v,neg,33
47677,1553,虚报,n,neg,34
47682,1553,质量保证,n,neg,35
47684,1553,虚报,n,neg,36
47687,1553,消费者,n,neg,37
47688,1553,肯定,v,neg,38
47690,1553,安,v,neg,39
47692,1553,头上,s,neg,40
47697,1553,满意,v,neg,41
47701,1553,满意,v,neg,42
47704,1553,工人,n,neg,43
47710,1553,毁掉,v,neg,44
47713,1553,品牌,n,neg,45
47715,1554,送货,v,neg,1
47718,1554,好评,v,neg,2
47720,1554,安装,v,neg,3
47723,1554,明示,v,neg,4
47725,1554,收费,n,neg,5
47726,1554,标准,n,neg,6
47728,1554,旗舰店,v,neg,7
47729,1554,里,f,neg,8
47731,1554,图,n,neg,9
47734,1554,笑话,n,neg,10
47736,1554,差,a,neg,11
47737,1554,评,n,neg,12
47739,1554,随便,d,neg,13
47740,1554,算下,v,neg,14
47743,1554,收,v,neg,15
47746,1555,差,a,neg,1
47747,1555,评,n,neg,2
47749,1555,差,a,neg,3
47750,1555,评,n,neg,4
47752,1555,两个,m,neg,5
47753,1555,美丽,ns,neg,6
47754,1555,售后,n,neg,7
47756,1555,装,v,neg,8
47758,1555,一个多,m,neg,9
47759,1555,小时,n,neg,10
47760,1555,四个,m,neg,11
47761,1555,接头,v,neg,12
47762,1555,三个,m,neg,13
47763,1555,漏水,n,neg,14
47766,1555,接头,v,neg,15
47767,1555,螺丝,n,neg,16
47770,1555,松,v,neg,17
47774,1555,收,v,neg,18
47777,1555,大洋,ns,neg,19
47782,1555,换,v,neg,20
47784,1555,两个,m,neg,21
47785,1555,师傅,nr,neg,22
47787,1555,维修,v,neg,23
47795,1556,只能,v,neg,1
47805,1556,上当,v,neg,2
47809,1556,烧,v,neg,3
47811,1556,水,n,neg,4
47812,1556,晚上,t,neg,5
47813,1556,没准,v,neg,6
47815,1556,洗,v,neg,7
47817,1556,澡,ng,neg,8
47821,1556,打算,v,neg,9
47827,1556,念头,n,neg,10
47828,1556,打消,v,neg,11
47836,1556,大坑,n,neg,12
47840,1556,上门,ns,neg,13
47841,1556,安装,v,neg,14
47843,1556,三百块,m,neg,15
47844,1556,钱,n,neg,16
47851,1556,东西,ns,neg,17
47860,1557,想,v,neg,1
47861,1557,差,a,neg,2
47862,1557,评,n,neg,3
47864,1557,星,n,neg,4
47866,1557,不想,v,neg,5
47868,1558,安装,v,neg,1
47870,1558,满意,v,neg,2
47874,1558,收钱,v,neg,3
47878,1558,收钱,v,neg,4
47882,1559,力,n,neg,1
47884,1559,到货,v,neg,2
47890,1559,没人来,l,neg,3
47891,1559,安装,v,neg,4
47896,1559,免费,vn,neg,5
47897,1559,安装,v,neg,6
47900,1559,客服,n,neg,7
47901,1559,电话,n,neg,8
47906,1559,审问,v,neg,9
47908,1559,犯人,n,neg,10
47914,1559,第一个,m,neg,11
47915,1559,大件,n,neg,12
47921,1560,安装,v,neg,1
47922,1560,收费,n,neg,2
47923,1560,太贵,nr,neg,3
47928,1560,角阀,n,neg,4
47931,1560,简单,a,neg,5
47933,1560,安装,v,neg,6
47935,1560,收费,n,neg,7
47936,1560,奇贵,a,neg,8
47941,1560,清单,a,neg,9
47943,1560,配件,n,neg,10
47946,1560,没用,v,neg,11
47947,1561,售后,n,neg,1
47948,1561,电话,n,neg,2
47950,1561,不通,a,neg,3
47952,1561,找,v,neg,4
47953,1561,不到,v,neg,5
47954,1561,安装,v,neg,6
47962,1562,不好,d,neg,1
47965,1562,烧水,n,neg,2
47967,1562,慢,a,neg,3
47970,1562,烧,v,neg,4
47976,1562,洗,v,neg,5
47980,1562,洗完,v,neg,6
47983,1562,没什么,l,neg,7
47984,1562,热水,n,neg,8
47989,1562,几百块,m,neg,9
47992,1562,万家乐,nr,neg,10
47999,1562,万家乐,nr,neg,11
48000,1562,升,v,neg,12
48002,1562,烧,n,neg,13
48004,1562,水,n,neg,14
48007,1562,两个,m,neg,15
48009,1562,洗,v,neg,16
48010,1563,安装,v,neg,1
48012,1563,收取,v,neg,2
48017,1563,坑,n,neg,3
48019,1563,托架,n,neg,4
48023,1563,收钱,v,neg,5
48026,1563,重,a,neg,6
48030,1563,架子,n,neg,7
48031,1563,很快,d,neg,8
48033,1563,坏,a,neg,9
48036,1563,不买,v,neg,10
48038,1563,东西,ns,neg,11
48041,1564,买完,v,neg,1
48043,1564,降价,n,neg,2
48047,1564,客,n,neg,3
48050,1564,答应,v,neg,4
48051,1564,退款,v,neg,5
48059,1565,太,d,neg,1
48060,1565,坑人,n,neg,2
